,Model,Year
874,cnrm-cm5_rcp85_LUCAS-BAU_High-0005,2029.0
875,cnrm-cm5_rcp85_LUCAS-BAU_High-0006,2029.0
876,cnrm-cm5_rcp85_LUCAS-BAU_High-0007,2029.0
877,cnrm-cm5_rcp85_LUCAS-BAU_High-0008,2029.0
878,cnrm-cm5_rcp85_LUCAS-BAU_High-0009,2029.0
879,cnrm-cm5_rcp85_LUCAS-BAU_High-0010,2029.0
880,cnrm-cm5_rcp85_LUCAS-BAU_Low-0001,2029.0
881,cnrm-cm5_rcp85_LUCAS-BAU_Low-0002,2029.0
882,cnrm-cm5_rcp85_LUCAS-BAU_Low-0003,2029.0
883,cnrm-cm5_rcp85_LUCAS-BAU_Low-0004,2029.0
884,cnrm-cm5_rcp85_LUCAS-BAU_Low-0005,2029.0
885,cnrm-cm5_rcp85_LUCAS-BAU_Low-0006,2029.0
886,cnrm-cm5_rcp85_LUCAS-BAU_Low-0007,2029.0
887,cnrm-cm5_rcp85_LUCAS-BAU_Low-0008,2029.0
888,cnrm-cm5_rcp85_LUCAS-BAU_Low-0009,2029.0
889,cnrm-cm5_rcp85_LUCAS-BAU_Low-0010,2029.0
890,cnrm-cm5_rcp85_LUCAS-BAU_Med-0001,2029.0
891,cnrm-cm5_rcp85_LUCAS-BAU_Med-0002,2029.0
892,cnrm-cm5_rcp85_LUCAS-BAU_Med-0003,2029.0
893,cnrm-cm5_rcp85_LUCAS-BAU_Med-0004,2029.0
894,cnrm-cm5_rcp85_LUCAS-BAU_Med-0005,2029.0
895,cnrm-cm5_rcp85_LUCAS-BAU_Med-0006,2029.0
896,cnrm-cm5_rcp85_LUCAS-BAU_Med-0007,2029.0
897,cnrm-cm5_rcp85_LUCAS-BAU_Med-0008,2029.0
898,cnrm-cm5_rcp85_LUCAS-BAU_Med-0009,2029.0
899,cnrm-cm5_rcp85_LUCAS-BAU_Med-0010,2029.0
900,csiro-mk3-6-0_rcp26_FORE-SCE-A1B,
901,csiro-mk3-6-0_rcp26_FORE-SCE-A2,
902,csiro-mk3-6-0_rcp26_FORE-SCE-B1,
903,csiro-mk3-6-0_rcp26_GCAM-26,
904,csiro-mk3-6-0_rcp26_GCAM-45,
905,csiro-mk3-6-0_rcp26_GCAM-ref,
906,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0001,
907,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0002,
908,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0003,
909,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0004,
910,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0005,
911,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0006,
912,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0007,
913,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0008,
914,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0009,
915,csiro-mk3-6-0_rcp26_LUCAS-BAU_High-0010,
916,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0001,
917,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0002,
918,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0003,
919,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0004,
920,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0005,
921,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0006,
922,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0007,
923,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0008,
924,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0009,
925,csiro-mk3-6-0_rcp26_LUCAS-BAU_Low-0010,
926,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0001,
927,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0002,
928,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0003,
929,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0004,
930,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0005,
931,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0006,
932,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0007,
933,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0008,
934,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0009,
935,csiro-mk3-6-0_rcp26_LUCAS-BAU_Med-0010,
936,csiro-mk3-6-0_rcp45_FORE-SCE-A1B,
937,csiro-mk3-6-0_rcp45_FORE-SCE-A2,
938,csiro-mk3-6-0_rcp45_FORE-SCE-B1,
939,csiro-mk3-6-0_rcp45_GCAM-26,
940,csiro-mk3-6-0_rcp45_GCAM-45,
941,csiro-mk3-6-0_rcp45_GCAM-ref,
942,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0001,
943,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0002,
944,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0003,
945,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0004,
946,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0005,
947,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0006,
948,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0007,
949,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0008,
950,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0009,
951,csiro-mk3-6-0_rcp45_LUCAS-BAU_High-0010,
952,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0001,
953,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0002,
954,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0003,
955,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0004,
956,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0005,
957,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0006,
958,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0007,
959,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0008,
960,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0009,
961,csiro-mk3-6-0_rcp45_LUCAS-BAU_Low-0010,
962,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0001,
963,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0002,
964,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0003,
965,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0004,
966,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0005,
967,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0006,
968,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0007,
969,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0008,
970,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0009,
971,csiro-mk3-6-0_rcp45_LUCAS-BAU_Med-0010,
972,csiro-mk3-6-0_rcp60_FORE-SCE-A1B,
973,csiro-mk3-6-0_rcp60_FORE-SCE-A2,
974,csiro-mk3-6-0_rcp60_FORE-SCE-B1,
975,csiro-mk3-6-0_rcp60_GCAM-26,
976,csiro-mk3-6-0_rcp60_GCAM-45,
977,csiro-mk3-6-0_rcp60_GCAM-ref,
978,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0001,
979,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0002,
980,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0003,
981,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0004,
982,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0005,
983,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0006,
984,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0007,
985,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0008,
986,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0009,
987,csiro-mk3-6-0_rcp60_LUCAS-BAU_High-0010,
988,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0001,
989,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0002,
990,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0003,
991,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0004,
992,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0005,
993,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0006,
994,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0007,
995,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0008,
996,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0009,
997,csiro-mk3-6-0_rcp60_LUCAS-BAU_Low-0010,
998,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0001,
999,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0002,
1000,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0003,
1001,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0004,
1002,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0005,
1003,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0006,
1004,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0007,
1005,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0008,
1006,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0009,
1007,csiro-mk3-6-0_rcp60_LUCAS-BAU_Med-0010,
1008,csiro-mk3-6-0_rcp85_FORE-SCE-A1B,
1009,csiro-mk3-6-0_rcp85_FORE-SCE-A2,
1010,csiro-mk3-6-0_rcp85_FORE-SCE-B1,
1011,csiro-mk3-6-0_rcp85_GCAM-26,
1012,csiro-mk3-6-0_rcp85_GCAM-45,
1013,csiro-mk3-6-0_rcp85_GCAM-ref,
1014,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0001,
1015,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0002,
1016,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0003,
1017,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0004,
1018,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0005,
1019,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0006,
1020,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0007,
1021,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0008,
1022,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0009,
1023,csiro-mk3-6-0_rcp85_LUCAS-BAU_High-0010,
1024,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0001,
1025,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0002,
1026,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0003,
1027,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0004,
1028,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0005,
1029,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0006,
1030,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0007,
1031,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0008,
1032,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0009,
1033,csiro-mk3-6-0_rcp85_LUCAS-BAU_Low-0010,
1034,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0001,
1035,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0002,
1036,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0003,
1037,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0004,
1038,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0005,
1039,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0006,
1040,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0007,
1041,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0008,
1042,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0009,
1043,csiro-mk3-6-0_rcp85_LUCAS-BAU_Med-0010,
1044,fgoals-g2_rcp26_FORE-SCE-A1B,2013.0
1045,fgoals-g2_rcp26_FORE-SCE-A2,2013.0
1046,fgoals-g2_rcp26_FORE-SCE-B1,2013.0
1047,fgoals-g2_rcp26_GCAM-26,2013.0
1048,fgoals-g2_rcp26_GCAM-45,2013.0
1049,fgoals-g2_rcp26_GCAM-ref,2013.0
1050,fgoals-g2_rcp26_LUCAS-BAU_High-0001,2013.0
1051,fgoals-g2_rcp26_LUCAS-BAU_High-0002,2013.0
1052,fgoals-g2_rcp26_LUCAS-BAU_High-0003,2013.0
1053,fgoals-g2_rcp26_LUCAS-BAU_High-0004,2013.0
1054,fgoals-g2_rcp26_LUCAS-BAU_High-0005,2013.0
1055,fgoals-g2_rcp26_LUCAS-BAU_High-0006,2013.0
1056,fgoals-g2_rcp26_LUCAS-BAU_High-0007,2013.0
1057,fgoals-g2_rcp26_LUCAS-BAU_High-0008,2013.0
1058,fgoals-g2_rcp26_LUCAS-BAU_High-0009,2013.0
1059,fgoals-g2_rcp26_LUCAS-BAU_High-0010,2013.0
1060,fgoals-g2_rcp26_LUCAS-BAU_Low-0001,2013.0
1061,fgoals-g2_rcp26_LUCAS-BAU_Low-0002,2013.0
1062,fgoals-g2_rcp26_LUCAS-BAU_Low-0003,2013.0
1063,fgoals-g2_rcp26_LUCAS-BAU_Low-0004,2013.0
1064,fgoals-g2_rcp26_LUCAS-BAU_Low-0005,2013.0
1065,fgoals-g2_rcp26_LUCAS-BAU_Low-0006,2013.0
1066,fgoals-g2_rcp26_LUCAS-BAU_Low-0007,2013.0
1067,fgoals-g2_rcp26_LUCAS-BAU_Low-0008,2013.0
1068,fgoals-g2_rcp26_LUCAS-BAU_Low-0009,2013.0
1069,fgoals-g2_rcp26_LUCAS-BAU_Low-0010,2013.0
1070,fgoals-g2_rcp26_LUCAS-BAU_Med-0001,2013.0
1071,fgoals-g2_rcp26_LUCAS-BAU_Med-0002,2013.0
1072,fgoals-g2_rcp26_LUCAS-BAU_Med-0003,2013.0
1073,fgoals-g2_rcp26_LUCAS-BAU_Med-0004,2013.0
1074,fgoals-g2_rcp26_LUCAS-BAU_Med-0005,2013.0
1075,fgoals-g2_rcp26_LUCAS-BAU_Med-0006,2013.0
1076,fgoals-g2_rcp26_LUCAS-BAU_Med-0007,2013.0
1077,fgoals-g2_rcp26_LUCAS-BAU_Med-0008,2013.0
1078,fgoals-g2_rcp26_LUCAS-BAU_Med-0009,2013.0
1079,fgoals-g2_rcp26_LUCAS-BAU_Med-0010,2013.0
1080,fgoals-g2_rcp45_FORE-SCE-A1B,2003.0
1081,fgoals-g2_rcp45_FORE-SCE-A2,2003.0
1082,fgoals-g2_rcp45_FORE-SCE-B1,2003.0
1083,fgoals-g2_rcp45_GCAM-26,2003.0
1084,fgoals-g2_rcp45_GCAM-45,2003.0
1085,fgoals-g2_rcp45_GCAM-ref,2003.0
1086,fgoals-g2_rcp45_LUCAS-BAU_High-0001,2003.0
1087,fgoals-g2_rcp45_LUCAS-BAU_High-0002,2003.0
1088,fgoals-g2_rcp45_LUCAS-BAU_High-0003,2003.0
1089,fgoals-g2_rcp45_LUCAS-BAU_High-0004,2003.0
1090,fgoals-g2_rcp45_LUCAS-BAU_High-0005,2003.0
1091,fgoals-g2_rcp45_LUCAS-BAU_High-0006,2003.0
1092,fgoals-g2_rcp45_LUCAS-BAU_High-0007,2003.0
1093,fgoals-g2_rcp45_LUCAS-BAU_High-0008,2003.0
1094,fgoals-g2_rcp45_LUCAS-BAU_High-0009,2003.0
1095,fgoals-g2_rcp45_LUCAS-BAU_High-0010,2003.0
1096,fgoals-g2_rcp45_LUCAS-BAU_Low-0001,2003.0
1097,fgoals-g2_rcp45_LUCAS-BAU_Low-0002,2003.0
1098,fgoals-g2_rcp45_LUCAS-BAU_Low-0003,2003.0
1099,fgoals-g2_rcp45_LUCAS-BAU_Low-0004,2003.0
1100,fgoals-g2_rcp45_LUCAS-BAU_Low-0005,2003.0
1101,fgoals-g2_rcp45_LUCAS-BAU_Low-0006,2003.0
1102,fgoals-g2_rcp45_LUCAS-BAU_Low-0007,2003.0
1103,fgoals-g2_rcp45_LUCAS-BAU_Low-0008,2003.0
1104,fgoals-g2_rcp45_LUCAS-BAU_Low-0009,2003.0
1105,fgoals-g2_rcp45_LUCAS-BAU_Low-0010,2003.0
1106,fgoals-g2_rcp45_LUCAS-BAU_Med-0001,2003.0
1107,fgoals-g2_rcp45_LUCAS-BAU_Med-0002,2003.0
1108,fgoals-g2_rcp45_LUCAS-BAU_Med-0003,2003.0
1109,fgoals-g2_rcp45_LUCAS-BAU_Med-0004,2003.0
1110,fgoals-g2_rcp45_LUCAS-BAU_Med-0005,2003.0
1111,fgoals-g2_rcp45_LUCAS-BAU_Med-0006,2003.0
1112,fgoals-g2_rcp45_LUCAS-BAU_Med-0007,2003.0
1113,fgoals-g2_rcp45_LUCAS-BAU_Med-0008,2003.0
1114,fgoals-g2_rcp45_LUCAS-BAU_Med-0009,2003.0
1115,fgoals-g2_rcp45_LUCAS-BAU_Med-0010,2003.0
1116,fgoals-g2_rcp85_FORE-SCE-A1B,2006.0
1117,fgoals-g2_rcp85_FORE-SCE-A2,2006.0
1118,fgoals-g2_rcp85_FORE-SCE-B1,2006.0
1119,fgoals-g2_rcp85_GCAM-26,2006.0
1120,fgoals-g2_rcp85_GCAM-45,2006.0
1121,fgoals-g2_rcp85_GCAM-ref,2006.0
1122,fgoals-g2_rcp85_LUCAS-BAU_High-0001,2006.0
1123,fgoals-g2_rcp85_LUCAS-BAU_High-0002,2006.0
1124,fgoals-g2_rcp85_LUCAS-BAU_High-0003,2006.0
1125,fgoals-g2_rcp85_LUCAS-BAU_High-0004,2006.0
1126,fgoals-g2_rcp85_LUCAS-BAU_High-0005,2006.0
1127,fgoals-g2_rcp85_LUCAS-BAU_High-0006,2006.0
1128,fgoals-g2_rcp85_LUCAS-BAU_High-0007,2006.0
1129,fgoals-g2_rcp85_LUCAS-BAU_High-0008,2006.0
1130,fgoals-g2_rcp85_LUCAS-BAU_High-0009,2006.0
1131,fgoals-g2_rcp85_LUCAS-BAU_High-0010,2006.0
1132,fgoals-g2_rcp85_LUCAS-BAU_Low-0001,2006.0
1133,fgoals-g2_rcp85_LUCAS-BAU_Low-0002,2006.0
1134,fgoals-g2_rcp85_LUCAS-BAU_Low-0003,2006.0
1135,fgoals-g2_rcp85_LUCAS-BAU_Low-0004,2006.0
1136,fgoals-g2_rcp85_LUCAS-BAU_Low-0005,2006.0
1137,fgoals-g2_rcp85_LUCAS-BAU_Low-0006,2006.0
1138,fgoals-g2_rcp85_LUCAS-BAU_Low-0007,2006.0
1139,fgoals-g2_rcp85_LUCAS-BAU_Low-0008,2006.0
1140,fgoals-g2_rcp85_LUCAS-BAU_Low-0009,2006.0
1141,fgoals-g2_rcp85_LUCAS-BAU_Low-0010,2006.0
1142,fgoals-g2_rcp85_LUCAS-BAU_Med-0001,2006.0
1143,fgoals-g2_rcp85_LUCAS-BAU_Med-0002,2006.0
1144,fgoals-g2_rcp85_LUCAS-BAU_Med-0003,2006.0
1145,fgoals-g2_rcp85_LUCAS-BAU_Med-0004,2006.0
1146,fgoals-g2_rcp85_LUCAS-BAU_Med-0005,2006.0
1147,fgoals-g2_rcp85_LUCAS-BAU_Med-0006,2006.0
1148,fgoals-g2_rcp85_LUCAS-BAU_Med-0007,2006.0
1149,fgoals-g2_rcp85_LUCAS-BAU_Med-0008,2006.0
1150,fgoals-g2_rcp85_LUCAS-BAU_Med-0009,2006.0
1151,fgoals-g2_rcp85_LUCAS-BAU_Med-0010,2006.0
1152,fio-esm_rcp26_FORE-SCE-A1B,2098.0
1153,fio-esm_rcp26_FORE-SCE-A2,2095.0
1154,fio-esm_rcp26_FORE-SCE-B1,2047.0
1155,fio-esm_rcp26_GCAM-26,2095.0
1156,fio-esm_rcp26_GCAM-45,2098.0
1157,fio-esm_rcp26_GCAM-ref,2098.0
1158,fio-esm_rcp26_LUCAS-BAU_High-0001,2047.0
1159,fio-esm_rcp26_LUCAS-BAU_High-0002,2047.0
1160,fio-esm_rcp26_LUCAS-BAU_High-0003,2047.0
1161,fio-esm_rcp26_LUCAS-BAU_High-0004,2047.0
1162,fio-esm_rcp26_LUCAS-BAU_High-0005,2047.0
1163,fio-esm_rcp26_LUCAS-BAU_High-0006,2047.0
1164,fio-esm_rcp26_LUCAS-BAU_High-0007,2047.0
1165,fio-esm_rcp26_LUCAS-BAU_High-0008,2047.0
1166,fio-esm_rcp26_LUCAS-BAU_High-0009,2047.0
1167,fio-esm_rcp26_LUCAS-BAU_High-0010,2047.0
1168,fio-esm_rcp26_LUCAS-BAU_Low-0001,2047.0
1169,fio-esm_rcp26_LUCAS-BAU_Low-0002,2047.0
1170,fio-esm_rcp26_LUCAS-BAU_Low-0003,2047.0
1171,fio-esm_rcp26_LUCAS-BAU_Low-0004,2047.0
1172,fio-esm_rcp26_LUCAS-BAU_Low-0005,2047.0
1173,fio-esm_rcp26_LUCAS-BAU_Low-0006,2047.0
1174,fio-esm_rcp26_LUCAS-BAU_Low-0007,2047.0
1175,fio-esm_rcp26_LUCAS-BAU_Low-0008,2047.0
1176,fio-esm_rcp26_LUCAS-BAU_Low-0009,2047.0
1177,fio-esm_rcp26_LUCAS-BAU_Low-0010,2047.0
1178,fio-esm_rcp26_LUCAS-BAU_Med-0001,2047.0
1179,fio-esm_rcp26_LUCAS-BAU_Med-0002,2047.0
1180,fio-esm_rcp26_LUCAS-BAU_Med-0003,2047.0
1181,fio-esm_rcp26_LUCAS-BAU_Med-0004,2047.0
1182,fio-esm_rcp26_LUCAS-BAU_Med-0005,2047.0
1183,fio-esm_rcp26_LUCAS-BAU_Med-0006,2047.0
1184,fio-esm_rcp26_LUCAS-BAU_Med-0007,2047.0
1185,fio-esm_rcp26_LUCAS-BAU_Med-0008,2047.0
1186,fio-esm_rcp26_LUCAS-BAU_Med-0009,2047.0
1187,fio-esm_rcp26_LUCAS-BAU_Med-0010,2047.0
1188,fio-esm_rcp45_FORE-SCE-A1B,
1189,fio-esm_rcp45_FORE-SCE-A2,2075.0
1190,fio-esm_rcp45_FORE-SCE-B1,2075.0
1191,fio-esm_rcp45_GCAM-26,
1192,fio-esm_rcp45_GCAM-45,
1193,fio-esm_rcp45_GCAM-ref,
1194,fio-esm_rcp45_LUCAS-BAU_High-0001,2075.0
1195,fio-esm_rcp45_LUCAS-BAU_High-0002,2075.0
1196,fio-esm_rcp45_LUCAS-BAU_High-0003,2075.0
1197,fio-esm_rcp45_LUCAS-BAU_High-0004,2075.0
1198,fio-esm_rcp45_LUCAS-BAU_High-0005,2075.0
1199,fio-esm_rcp45_LUCAS-BAU_High-0006,2075.0
1200,fio-esm_rcp45_LUCAS-BAU_High-0007,2075.0
1201,fio-esm_rcp45_LUCAS-BAU_High-0008,2075.0
1202,fio-esm_rcp45_LUCAS-BAU_High-0009,2075.0
1203,fio-esm_rcp45_LUCAS-BAU_High-0010,2075.0
1204,fio-esm_rcp45_LUCAS-BAU_Low-0001,2075.0
1205,fio-esm_rcp45_LUCAS-BAU_Low-0002,2075.0
1206,fio-esm_rcp45_LUCAS-BAU_Low-0003,2075.0
1207,fio-esm_rcp45_LUCAS-BAU_Low-0004,2075.0
1208,fio-esm_rcp45_LUCAS-BAU_Low-0005,2075.0
1209,fio-esm_rcp45_LUCAS-BAU_Low-0006,2075.0
1210,fio-esm_rcp45_LUCAS-BAU_Low-0007,2075.0
1211,fio-esm_rcp45_LUCAS-BAU_Low-0008,2075.0
1212,fio-esm_rcp45_LUCAS-BAU_Low-0009,2075.0
1213,fio-esm_rcp45_LUCAS-BAU_Low-0010,2075.0
1214,fio-esm_rcp45_LUCAS-BAU_Med-0001,2075.0
1215,fio-esm_rcp45_LUCAS-BAU_Med-0002,2075.0
1216,fio-esm_rcp45_LUCAS-BAU_Med-0003,2075.0
1217,fio-esm_rcp45_LUCAS-BAU_Med-0004,2075.0
1218,fio-esm_rcp45_LUCAS-BAU_Med-0005,2075.0
1219,fio-esm_rcp45_LUCAS-BAU_Med-0006,2075.0
1220,fio-esm_rcp45_LUCAS-BAU_Med-0007,2075.0
1221,fio-esm_rcp45_LUCAS-BAU_Med-0008,2075.0
1222,fio-esm_rcp45_LUCAS-BAU_Med-0009,2075.0
1223,fio-esm_rcp45_LUCAS-BAU_Med-0010,2075.0
1224,fio-esm_rcp60_FORE-SCE-A1B,2030.0
1225,fio-esm_rcp60_FORE-SCE-A2,2030.0
1226,fio-esm_rcp60_FORE-SCE-B1,2030.0
1227,fio-esm_rcp60_GCAM-26,2030.0
1228,fio-esm_rcp60_GCAM-45,2030.0
1229,fio-esm_rcp60_GCAM-ref,2030.0
1230,fio-esm_rcp60_LUCAS-BAU_High-0001,2030.0
1231,fio-esm_rcp60_LUCAS-BAU_High-0002,2030.0
1232,fio-esm_rcp60_LUCAS-BAU_High-0003,2030.0
1233,fio-esm_rcp60_LUCAS-BAU_High-0004,2030.0
1234,fio-esm_rcp60_LUCAS-BAU_High-0005,2030.0
1235,fio-esm_rcp60_LUCAS-BAU_High-0006,2030.0
1236,fio-esm_rcp60_LUCAS-BAU_High-0007,2030.0
1237,fio-esm_rcp60_LUCAS-BAU_High-0008,2030.0
1238,fio-esm_rcp60_LUCAS-BAU_High-0009,2030.0
1239,fio-esm_rcp60_LUCAS-BAU_High-0010,2030.0
1240,fio-esm_rcp60_LUCAS-BAU_Low-0001,2030.0
1241,fio-esm_rcp60_LUCAS-BAU_Low-0002,2030.0
1242,fio-esm_rcp60_LUCAS-BAU_Low-0003,2030.0
1243,fio-esm_rcp60_LUCAS-BAU_Low-0004,2030.0
1244,fio-esm_rcp60_LUCAS-BAU_Low-0005,2030.0
1245,fio-esm_rcp60_LUCAS-BAU_Low-0006,2030.0
1246,fio-esm_rcp60_LUCAS-BAU_Low-0007,2030.0
1247,fio-esm_rcp60_LUCAS-BAU_Low-0008,2030.0
1248,fio-esm_rcp60_LUCAS-BAU_Low-0009,2030.0
1249,fio-esm_rcp60_LUCAS-BAU_Low-0010,2030.0
1250,fio-esm_rcp60_LUCAS-BAU_Med-0001,2030.0
1251,fio-esm_rcp60_LUCAS-BAU_Med-0002,2030.0
1252,fio-esm_rcp60_LUCAS-BAU_Med-0003,2030.0
1253,fio-esm_rcp60_LUCAS-BAU_Med-0004,2030.0
1254,fio-esm_rcp60_LUCAS-BAU_Med-0005,2030.0
1255,fio-esm_rcp60_LUCAS-BAU_Med-0006,2030.0
1256,fio-esm_rcp60_LUCAS-BAU_Med-0007,2030.0
1257,fio-esm_rcp60_LUCAS-BAU_Med-0008,2030.0
1258,fio-esm_rcp60_LUCAS-BAU_Med-0009,2030.0
1259,fio-esm_rcp60_LUCAS-BAU_Med-0010,2030.0
1260,fio-esm_rcp85_FORE-SCE-A1B,2027.0
1261,fio-esm_rcp85_FORE-SCE-A2,2027.0
1262,fio-esm_rcp85_FORE-SCE-B1,2027.0
1263,fio-esm_rcp85_GCAM-26,2027.0
1264,fio-esm_rcp85_GCAM-45,2027.0
1265,fio-esm_rcp85_GCAM-ref,2027.0
1266,fio-esm_rcp85_LUCAS-BAU_High-0001,2027.0
1267,fio-esm_rcp85_LUCAS-BAU_High-0002,2027.0
1268,fio-esm_rcp85_LUCAS-BAU_High-0003,2027.0
1269,fio-esm_rcp85_LUCAS-BAU_High-0004,2027.0
1270,fio-esm_rcp85_LUCAS-BAU_High-0005,2027.0
1271,fio-esm_rcp85_LUCAS-BAU_High-0006,2027.0
1272,fio-esm_rcp85_LUCAS-BAU_High-0007,2027.0
1273,fio-esm_rcp85_LUCAS-BAU_High-0008,2027.0
1274,fio-esm_rcp85_LUCAS-BAU_High-0009,2027.0
1275,fio-esm_rcp85_LUCAS-BAU_High-0010,2027.0
1276,fio-esm_rcp85_LUCAS-BAU_Low-0001,2027.0
